Name,AltName,OrigName,State,County1,County2,County3,OrigCounty,Established,Discontinued,Continuous,StampIndex,ID,Coordinates,Duration,GNIS.Match,GNIS.Name,GNIS.County,GNIS.State,GNIS.FEATURE_ID,GNIS.Feature.Class,GNIS.OrigName,GNIS.OrigCounty,GNIS.Latitude,GNIS.Longitude,GNIS.ELEV_IN_M,GNIS.Dist,Latitude,Longitude
HAYSVILLE,,HAYSVILLE,KS,JOHNSON,,,Johnson,185,1860,FALSE,8,140906,FALSE,1675,FALSE,,,,,,,,,,,,,
PETERSBURGH,,PETERSBURGH,KS,DONIPHAN,,,Doniphan,185,1859,FALSE,9,153468,TRUE,1674,TRUE,PETERSBURG,DONIPHAN,KS,473057,Populated Place,Petersburg,Doniphan,39.75916,-94.94969,251,0.9090909,39.75916,-94.94969
BUFFALO,,BUFFALO,KS,WILSON,,,Wilson,186,,FALSE,0,128882,TRUE,,TRUE,BUFFALO,WILSON,KS,2692470,Post Office,Buffalo Post Office,Wilson,37.71059,-95.69769,285,1,37.71059,-95.69769
RETREAT,,RETREAT,KS,HODGEMAN,,,Hodgeman,187,1879,FALSE,9,155758,FALSE,1692,FALSE,,,,,,,,,,,,,
GRASS CREEK VILLAGE,,GRASS CREEK VILLAGE,IN,FULTON,,,Fulton,188,1884,TRUE,6,85990,FALSE,1696,FALSE,,,,,,,,,,,,,
BIRD NEST,,BIRD NEST,KS,PAWNEE,,,Pawnee,188,1891,FALSE,6,127329,FALSE,1703,FALSE,,,,,,,,,,,,,
NIX,,NIX,TX,LAMPASAS,,,Lampasas,188,1906,FALSE,5,151022,TRUE,1718,TRUE,NIX,LAMPASAS,TX,2034979,Populated Place,Nix,Lampasas,31.10795,-98.36698,415,1,31.10795,-98.36698
STATE LINE,,STATE LINE,KS,CHEYENNE,,,Cheyenne,188,1886,FALSE,8,160051,FALSE,1698,FALSE,,,,,,,,,,,,,
LAWN,,LAWN,TX,TAYLOR,,,Taylor,189,,FALSE,0,145399,TRUE,,TRUE,LAWN,TAYLOR,TX,2732134,Post Office,Lawn Post Office,Taylor,32.13485,-99.74529,583,1,32.13485,-99.74529
HASSE,,HASSE,TX,COMANCHE,,,Comanche,190,,FALSE,0,140712,TRUE,,TRUE,HASSE,COMANCHE,TX,1378424,Populated Place,Hasse,Comanche,31.93653,-98.48866,366,1,31.93653,-98.48866
LARNED,,LARNED,OK,ROGER MILLS,,,Roger Mills,190,1906,FALSE,6,145252,FALSE,1716,FALSE,,,,,,,,,,,,,
PLUMER,,PLUMER,ND,DIVIDE,,,Divide,190,1923,FALSE,3,154159,TRUE,1733,TRUE,PLUMER,DIVIDE,ND,1759395,Civil,Township of Plumer,Divide,48.76393,-103.3995,628,,48.76393,-103.3995
THUNDER BUTTE,,THUNDER BUTTE,SD,ZIEBACH,,,Ziebach\Corson,190,1910,FALSE,4,161691,TRUE,1720,TRUE,THUNDER BUTTE,ZIEBACH,SD,1258543,Populated Place,Thunder Butte,Ziebach,45.21276,-101.6702,634,1,45.21276,-101.6702
TROUSDALE,,TROUSDALE,OK,POTTAWATOMIE,,,Pottawatomie,190,1967,FALSE,1,162284,TRUE,1777,TRUE,TROUSDALE,POTTAWATOMIE,OK,1100896,Populated Place,Trousdale,Pottawatomie,35.04119,-97.0428,295,1,35.04119,-97.0428
MISSLER,,MISSLER,KS,MEADE,,,Meade,191,1933,FALSE,2,149236,TRUE,1742,TRUE,MISSLER,MEADE,KS,484532,Populated Place,Missler,Meade,37.3178,-100.4351,823,1,37.3178,-100.4351
LAZBUDDIE,,LAZBUDDIE,TX,PARMER,,,Parmer,192,,FALSE,0,145448,TRUE,,TRUE,LAZBUDDIE,PARMER,TX,2731224,Post Office,Lazbuddie Post Office,Parmer,34.38628,-102.6111,1202,1,34.38628,-102.6111
NORBECK,,NORBECK,SD,FAULK,,,Faulk,192,1971,FALSE,1,151114,TRUE,1779,TRUE,NORBECK,FAULK,SD,1256720,Populated Place,Norbeck,Faulk,45.18414,-99.21261,504,1,45.18414,-99.21261
BOSTON,,BOSTON,MA,SUFFOLK,,,Suffolk,1639,,TRUE,0,6115,TRUE,,TRUE,BOSTON,SUFFOLK,MA,1972132,Post Office,Boston Post Office (historical),Suffolk,42.3573197,-71.0569954,5,1,42.3573197,-71.0569954
WILLIAMSBURG,WILLIAMSBURGH,WILLIAMSBURG(H),VA,JAMES CITY,,,James City,1699,,TRUE,0,122285,TRUE,,TRUE,WILLIAMSBURG,JAMES CITY,VA,1479282,Church,Williamsburg Mennonite Church,James City,37.37959,-76.76774,34,,37.37959,-76.76774
FALMOUTH,,FALMOUTH (1),ME,CUMBERLAND,,,Cumberland,1764,1786,TRUE,8,19509,TRUE,22,TRUE,FALMOUTH,CUMBERLAND,ME,1912918,Post Office,Falmouth Post Office,Cumberland,43.6589333,-70.2664997,6,1,43.6589333,-70.2664997
NORWICH,,NORWICH (1),CT,NEW LONDON,,,New London,1772,1836,FALSE,3,41709,TRUE,64,TRUE,NORWICH,NEW LONDON,CT,1931317,Post Office,Norwich Post Office,New London,41.524491,-72.0713389,11,1,41.524491,-72.0713389
BRISTOL,,BRISTOL,RI,BRISTOL,,,Bristol,1773,,TRUE,0,6966,TRUE,,TRUE,BRISTOL,BRISTOL,RI,1901399,Post Office,Bristol Post Office,Bristol,41.6710125,-71.2771064,8,1,41.6710125,-71.2771064
HARTFORD,,HARTFORD,CT,HARTFORD,,,Hartford,1773,,TRUE,0,25357,TRUE,,TRUE,HARTFORD,HARTFORD,CT,1943694,Post Office,Hartford Post Office,Hartford,41.7910145,-72.6635499,6,1,41.7910145,-72.6635499
MARBLEHEAD,,MARBLEHEAD,MA,ESSEX,,,Essex,1773,,TRUE,0,35265,TRUE,,TRUE,MARBLEHEAD,ESSEX,MA,2783661,Post Office,Marblehead Post Office,Essex,42.4929951,-70.8662409,10,1,42.4929951,-70.8662409
NEW HAVEN,,NEW HAVEN,CT,NEW HAVEN,,,New Haven,1773,,TRUE,0,40179,TRUE,,TRUE,NEW HAVEN,NEW HAVEN,CT,1932480,Post Office,New Haven Post Office,New Haven,41.2992622,-72.9198216,1,1,41.2992622,-72.9198216
NEW LONDON,,NEW LONDON,CT,NEW LONDON,,,New London,1773,,TRUE,0,40247,TRUE,,TRUE,NEW LONDON,NEW LONDON,CT,1931272,Post Office,New London Post Office,New London,41.3554844,-72.0963639,12,1,41.3554844,-72.0963639
NEWBURYPORT,,NEWBURYPORT,MA,ESSEX,,,Essex,1773,,TRUE,0,40452,TRUE,,TRUE,NEWBURYPORT,ESSEX,MA,2783673,Post Office,Newburyport Post Office,Essex,42.8105992,-70.8723364,10,1,42.8105992,-70.8723364
NEWPORT,,NEWPORT,RI,NEWPORT,,,Newport,1773,,TRUE,0,40551,TRUE,,TRUE,NEWPORT,NEWPORT,RI,2475607,Post Office,Newport Post Office,Newport,41.4848165,-71.3143994,3,1,41.4848165,-71.3143994
NORWALK,,NORWALK,CT,FAIRFIELD,,,Fairfield,1773,,TRUE,0,41690,TRUE,,TRUE,NORWALK,FAIRFIELD,CT,209405,Populated Place,Norwalk,Fairfield,41.1175966,-73.4078968,13,1,41.1175966,-73.4078968
PROVIDENCE,,PROVIDENCE,RI,PROVIDENCE,,,Providence,1773,,TRUE,0,46982,TRUE,,TRUE,PROVIDENCE,PROVIDENCE,RI,1904032,Post Office,Providence Post Office,Providence,41.8398734,-71.4143823,14,1,41.8398734,-71.4143823
SALEM,,SALEM,MA,ESSEX,,,Essex,1773,,TRUE,0,50651,TRUE,,TRUE,SALEM,ESSEX,MA,2783688,Post Office,Salem Post Office,Essex,42.5196103,-70.8965449,5,1,42.5196103,-70.8965449
SPRINGFIELD,,SPRINGFIELD,MA,HAMPDEN,,,Hampden,1773,,TRUE,0,54701,TRUE,,TRUE,SPRINGFIELD,HAMPDEN,MA,1978489,Post Office,Springfield Post Office,Hampden,42.1065397,-72.5962743,20,1,42.1065397,-72.5962743
STRATFORD,,STRATFORD,CT,FAIRFIELD,,,Fairfield,1773,1971,FALSE,1,55650,TRUE,198,TRUE,STRATFORD,FAIRFIELD,CT,2783255,Post Office,Stratford Post Office,Fairfield,41.2028576,-73.1308198,10,1,41.2028576,-73.1308198
NORTH WEST RIVER BRIDGE,,NORTH WEST RIVER BRIDGE,VA,NORFOLK,CHESAPEAKE,,Norfolk,1773,1866,FALSE,5,103010,FALSE,93,FALSE,,,,,,,,,,,,,
HAMPTON,,HAMPTON,VA,HAMPTON,,,Elizabeth City,1774,,TRUE,0,87215,TRUE,,TRUE,HAMPTON,HAMPTON,VA,1779727,Post Office,Hampton Post Office,Hampton (city),37.0267,-76.34825,3,1,37.0267,-76.34825
SUFFOLK,,SUFFOLK,VA,SUFFOLK,,,Nansemond,1774,,TRUE,0,115996,TRUE,,TRUE,SUFFOLK,SUFFOLK,VA,1707542,Post Office,Suffolk Post Office,Suffolk (city),36.73628,-76.58282,9,1,36.73628,-76.58282
BRISTOL,,BRISTOL,PA,BUCKS,,,Bucks,1775,,TRUE,0,6965,TRUE,,TRUE,BRISTOL,BUCKS,PA,1214511,Post Office,Bristol Post Office (historical),Bucks,40.1006661,-74.8518311,7,1,40.1006661,-74.8518311
CHESTER,,CHESTER,PA,DELAWARE,,,Delaware,1775,,TRUE,0,10493,TRUE,,TRUE,CHESTER,DELAWARE,PA,2779780,Post Office,Chester Post Office,Delaware,39.8470798,-75.3613568,6,1,39.8470798,-75.3613568
GEORGETOWN,,GEORGETOWN (1),ME,LINCOLN,,,Lincoln,1775,1778,FALSE,9,22193,FALSE,3,FALSE,,,,,,,,,,,,,
KENNEBUNK,,KENNEBUNK (1),ME,YORK,,,York,1775,1775,TRUE,9,30160,TRUE,0,TRUE,KENNEBUNK,YORK,ME,1910962,Post Office,Kennebunk Post Office,York,43.3919051,-70.5320735,16,1,43.3919051,-70.5320735
LANCASTER,,LANCASTER,PA,LANCASTER,,,Lancaster,1775,,TRUE,0,31506,TRUE,,TRUE,LANCASTER,LANCASTER,PA,2779793,Post Office,Lancaster Post Office,Lancaster,40.058456,-76.3351953,97,1,40.058456,-76.3351953
NEW YORK,,NEW YORK,NY,NEW YORK,,,New York,1775,,TRUE,0,40405,TRUE,,TRUE,NEW YORK,NEW YORK,NY,975772,Populated Place,New York,New York,40.7142691,-74.0059729,11,1,40.7142691,-74.0059729
PHILADELPHIA,,PHILADELPHIA,PA,PHILADELPHIA,,,Philadelphia,1775,,TRUE,0,44867,TRUE,,TRUE,PHILADELPHIA,PHILADELPHIA,PA,2349779,Post Office,Philadelphia Post office,Philadelphia,39.9532276,-75.1849271,9,1,39.9532276,-75.1849271
PORTSMOUTH,,PORTSMOUTH,NH,ROCKINGHAM,,,Rockingham,1775,,TRUE,0,46434,TRUE,,TRUE,PORTSMOUTH,ROCKINGHAM,NH,1914130,Post Office,Portsmouth Post Office,Rockingham,43.0778642,-70.7560415,9,1,43.0778642,-70.7560415
YORK,,YORK,PA,YORK,,,York,1775,,TRUE,0,64022,TRUE,,TRUE,YORK,YORK,PA,1193701,Populated Place,York,York,39.9625984,-76.727745,120,1,39.9625984,-76.727745
ALEXANDRIA,,ALEXANDRIA,VA,ALEXANDRIA,,,Alexandria,1775,,TRUE,0,64890,TRUE,,TRUE,ALEXANDRIA,ALEXANDRIA,VA,2459340,Post Office,Alexandria Post Office,Alexandria (city),38.8122242,-77.0504107,14,1,38.8122242,-77.0504107
DUMFRIES,,DUMFRIES,VA,PRINCE WILLIAM,,,Prince William,1775,,TRUE,0,79408,TRUE,,TRUE,DUMFRIES,PRINCE WILLIAM,VA,2766192,Post Office,Dumfries Post Office,Prince William,38.56268,-77.32986,14,1,38.56268,-77.32986
FREDERICKSBURG,FREDERICKSBURGH,FREDERICKSBURG(H),VA,SPOTSYLVANIA,,,Spotsylvania,1775,,TRUE,0,83784,TRUE,,TRUE,FREDERICKSBURG,SPOTSYLVANIA,VA,2464969,School,Fredericksburg Academy,Spotsylvania,38.25537,-77.49289,77,,38.25537,-77.49289
NORFOLK,,NORFOLK,VA,NORFOLK,CHESAPEAKE,,Norfolk,1775,,TRUE,0,102716,TRUE,,TRUE,NORFOLK,NORFOLK,VA,1779864,Post Office,Norfolk Post Office,Norfolk (city),36.85202,-76.27998,2,1,36.85202,-76.27998
ALBANY,,ALBANY,NY,ALBANY,,,Albany,1776,,TRUE,0,515,TRUE,,TRUE,ALBANY,ALBANY,NY,2795493,Post Office,Albany Post Office,Albany,42.7273664,-73.8483715,99,1,42.7273664,-73.8483715
ELIZABETHTOWN,,ELIZABETHTOWN,NJ,UNION,,,Union,1776,1855,TRUE,5,17956,TRUE,79,TRUE,ELIZABETHTOWN,UNION,NJ,876147,Populated Place,Elizabethtown,Union,40.6639916,-74.2107006,6,1,40.6639916,-74.2107006
FAIRFIELD,,FAIRFIELD,CT,FAIRFIELD,,,Fairfield,1776,,TRUE,0,19339,TRUE,,TRUE,FAIRFIELD,FAIRFIELD,CT,1942046,Post Office,Fairfield Post Office,Fairfield,41.1426879,-73.2556056,5,1,41.1426879,-73.2556056
MIDDLETOWN,,MIDDLETOWN,CT,MIDDLESEX,,,Middlesex,1776,,TRUE,0,37164,TRUE,,TRUE,MIDDLETOWN,MIDDLESEX,CT,1924199,Post Office,Middletown Post Office,Middlesex,41.5522605,-72.6408376,12,1,41.5522605,-72.6408376
NEW BRUNSWICK,,NEW BRUNSWICK,NJ,MIDDLESEX,,,Middlesex,1776,,TRUE,0,40076,TRUE,,TRUE,NEW BRUNSWICK,MIDDLESEX,NJ,2041566,Post Office,New Brunswick Post Office,Middlesex,40.4938273,-74.4461349,16,1,40.4938273,-74.4461349
NEWARK,,NEWARK,NJ,ESSEX,,,Essex,1776,,TRUE,0,40414,TRUE,,TRUE,NEWARK,ESSEX,NJ,2056555,Post Office,Newark Post Office,Essex,40.7305737,-74.1730205,5,1,40.7305737,-74.1730205
PRINCETON,,PRINCETON,NJ,MERCER,,,Mercer,1776,,TRUE,0,46855,TRUE,,TRUE,PRINCETON,MERCER,NJ,2802392,Post Office,Princeton Post Office,Mercer,40.3173368,-74.6448424,21,1,40.3173368,-74.6448424
STAMFORD,,STAMFORD,CT,FAIRFIELD,,,Fairfield,1776,,TRUE,0,54866,TRUE,,TRUE,STAMFORD,FAIRFIELD,CT,1942993,Post Office,Stamford Post Office,Fairfield,41.0964234,-73.5181338,25,1,41.0964234,-73.5181338
TOWER HILL,,TOWER HILL,RI,WASHINGTON,,,Washington,1776,1868,FALSE,5,57847,TRUE,92,TRUE,TOWER HILL,WASHINGTON,RI,1902561,Populated Place,Tower Hill (historical),Washington,41.4678796,-71.4622792,47,1,41.4678796,-71.4622792
TRENTON,,TRENTON,NJ,MERCER,,,Mercer,1776,,TRUE,0,58028,TRUE,,TRUE,TRENTON,MERCER,NJ,2802097,Post Office,Trenton Post Office,Mercer,40.193191,-74.6474669,19,1,40.193191,-74.6474669
WESTERLY,,WESTERLY,RI,WASHINGTON,,,Washington,1776,,TRUE,0,61945,TRUE,,TRUE,WESTERLY,WASHINGTON,RI,1902606,Post Office,Westerly Post Office,Washington,41.3427115,-71.8163142,13,1,41.3427115,-71.8163142
WOODBRIDGE,,WOODBRIDGE,NJ,MIDDLESEX,,,Middlesex,1776,,FALSE,0,63417,TRUE,,TRUE,WOODBRIDGE,MIDDLESEX,NJ,2802306,Post Office,Woodbridge Post Office,Middlesex,40.554767,-74.2786469,5,1,40.554767,-74.2786469
ANNAPOLIS,,ANNAPOLIS,MD,ANNE ARUNDEL,,,Anne Arundel,1776,,TRUE,0,65611,TRUE,,TRUE,ANNAPOLIS,ANNE ARUNDEL,MD,1709745,Post Office,Annapolis Post Office,Anne Arundel,38.9790347,-76.4934168,13,1,38.9790347,-76.4934168
BLADENSBURG,BLADENSBURGH,BLADENSBURG(H),MD,PRINCE GEORGE'S,,,Prince Georges,1776,,TRUE,0,69249,TRUE,,TRUE,BLADENSBURG,PRINCE GEORGE'S,MD,2459346,Post Office,Bladensburg Post Office,Prince George's,38.9415622,-76.9322787,17,1,38.9415622,-76.9322787
CHARLESTOWN,,CHARLESTOWN,MD,CECIL,,,Cecil,1776,,FALSE,0,73821,TRUE,,TRUE,CHARLESTOWN,CECIL,MD,595379,Post Office,Charlestown Post Office,Cecil,39.57329,-75.97607,6,1,39.57329,-75.97607
CHESTERTOWN,,CHESTERTOWN,MD,KENT,,,Kent,1776,,TRUE,0,74087,TRUE,,TRUE,CHESTERTOWN,KENT,MD,595430,Post Office,Chestertown Post Office,Kent,39.21028,-76.06701,5,1,39.21028,-76.06701
GEORGETOWN,POTOMAC,GEORGETOWN (POTOMAC),MD,MONTGOMERY,,,Montgomery,1776,1800,TRUE,6,84708,TRUE,24,TRUE,POTOMAC,MONTGOMERY,MD,595537,Post Office,Potomac Post Office,Montgomery,39.01963,-77.21041,103,1,39.01963,-77.21041
HEAD OF ELK,,HEAD OF ELK,MD,CECIL,,,Cecil,1776,1790,TRUE,8,88192,TRUE,14,TRUE,HEAD OF ELK,CECIL,MD,590150,Populated Place,Head of Elk,Cecil,39.60678,-75.83327,8,1,39.60678,-75.83327
HOBB'S HOLE,HOBBS HOLE,HOBB'S HOLE,VA,ESSEX,,,Essex,1776,1792,TRUE,9,89189,TRUE,16,TRUE,HOBBS HOLE,ESSEX,VA,1498542,Populated Place,Hobbs Hole,Essex,37.92541,-76.85913,7,1,37.92541,-76.85913
PORT ROYAL,,PORT ROYAL,VA,CAROLINE,,,Caroline,1776,,FALSE,0,107366,TRUE,,TRUE,PORT ROYAL,CAROLINE,VA,2519645,Post Office,Port Royal Post Office,Caroline,38.16876,-77.19463,8,1,38.16876,-77.19463
SMITHFIELD,,SMITHFIELD,VA,ISLE OF WIGHT,,,Isle of Wight,1776,,TRUE,0,113963,TRUE,,TRUE,SMITHFIELD,ISLE OF WIGHT,VA,1740027,Post Office,Smithfield Post Office,Isle of Wight,36.98125,-76.63359,10,1,36.98125,-76.63359
TALBOT COURT HOUSE,TALBOT,TALBOT COURT HOUSE,MD,TALBOT,,,Talbot,1776,1777,TRUE,9,116711,TRUE,1,TRUE,TALBOT COURT HOUSE,TALBOT,MD,584235,Populated Place,Talbot Court House,Talbot,38.77428,-76.07633,11,1,38.77428,-76.07633
UPPER MARLBORO,UPPER MARLBOROUGH,UPPER MARLBORO(UGH),MD,PRINCE GEORGE'S,,,Prince Georges,1776,,TRUE,0,118881,TRUE,,TRUE,UPPER MARLBORO,PRINCE GEORGE'S,MD,1714801,Post Office,Upper Marlboro Post Office,Prince George's,38.81676,-76.75263,11,1,38.81676,-76.75263
URBANNA,,URBANNA,VA,MIDDLESEX,,,Middlesex,1776,,TRUE,0,118928,TRUE,,TRUE,URBANNA,MIDDLESEX,VA,2519660,Post Office,Urbanna Post Office,Middlesex,37.6365,-76.57615,8,1,37.6365,-76.57615
YORK,,YORK,VA,YORK,,,York,1776,1798,TRUE,7,123543,TRUE,22,TRUE,YORK,YORK,VA,1474351,School,York High School,York,37.20388,-76.50022,16,1,37.20388,-76.50022
FISHKILL,,FISHKILL,NY,DUTCHESS,,,Dutchess,1777,,TRUE,0,20097,TRUE,,TRUE,FISHKILL,DUTCHESS,NY,2598733,Post Office,Fishkill Post Office,Dutchess,41.5331286,-73.9052305,69,1,41.5331286,-73.9052305
LITTLE REST,,LITTLE REST,RI,WASHINGTON,,,Washington,1777,1826,TRUE,8,33157,TRUE,49,TRUE,LITTLE REST,WASHINGTON,RI,1217812,Populated Place,Little Rest,Washington,41.4803791,-71.5225598,75,1,41.4803791,-71.5225598
MORRISTOWN,,MORRISTOWN,NJ,MORRIS,,,Morris,1777,,TRUE,0,38548,TRUE,,TRUE,MORRISTOWN,MORRIS,NJ,2781463,Post Office,Morristown Post Office,Morris,40.8049234,-74.4657424,102,1,40.8049234,-74.4657424
THOMASTON,,THOMASTON,ME,LINCOLN,,,Lincoln/Knox,1777,,FALSE,0,57196,FALSE,,FALSE,,,,,,,,,,,,,
EASTON,,EASTON,MD,TALBOT,,,Talbot,1777,,TRUE,0,80034,TRUE,,TRUE,EASTON,TALBOT,MD,595460,Post Office,Easton Post Office,Talbot,38.77381,-76.07353,10,1,38.77381,-76.07353
SUSQUEHANNAH,,SUSQUEHANNAH,MD,HARFORD,,,Harford,1777,1789,TRUE,8,116336,FALSE,12,FALSE,,,,,,,,,,,,,
READING,,READING,PA,BERKS,,,Berks,1778,,TRUE,0,47743,TRUE,,TRUE,READING,BERKS,PA,2488355,Post Office,Reading Post Office,Berks,40.3680796,-75.9128627,97,1,40.3680796,-75.9128627
BALTIMORE,,BALTIMORE,MD,BALTIMORE,,,Baltimore/Baltimore City,1779,,TRUE,0,66966,TRUE,,TRUE,BALTIMORE,BALTIMORE,MD,1707670,Post Office,Baltimore Post Office,Baltimore (city),39.2921484,-76.6051413,6,1,39.2921484,-76.6051413
BEXAR,,BEXAR,TX,BEXAR,,,Bexar,1779,1835,TRUE,9,127138,TRUE,56,TRUE,BEXAR,BEXAR,TX,1376934,Populated Place,Bexar,Bexar,29.48329,-98.17084,182,1,29.48329,-98.17084
NACOGDOCHES,,NACOGDOCHES,TX,NACOGDOCHE,,,Nacogdoche,1779,,TRUE,0,150279,FALSE,,FALSE,,,,,,,,,,,,,
EAST GREENWICH,,EAST GREENWICH,RI,KENT,,,Kent,1782,,TRUE,1,16893,TRUE,,TRUE,EAST GREENWICH,KENT,RI,1902821,Post Office,East Greenwich Post Office,Kent,41.6382819,-71.4695809,13,1,41.6382819,-71.4695809
COLCHESTER,,COLCHESTER,VA,FAIRFAX,,,Fairfax,1782,1815,FALSE,7,75273,TRUE,33,TRUE,COLCHESTER,FAIRFAX,VA,1494886,Populated Place,Colchester,Fairfax,38.66873,-77.23415,21,1,38.66873,-77.23415
HARFORD,,HARFORD,MD,HARFORD,,,Harford,1782,1832,TRUE,5,87476,TRUE,50,TRUE,HARFORD,HARFORD,MD,589863,Populated Place,Harford,Harford,39.47372,-76.26412,5,1,39.47372,-76.26412
LEEDSTOWN,,LEEDSTOWN,VA,WESTMORELAND,,,Westmoreland,1782,1956,FALSE,1,94322,TRUE,174,TRUE,LEEDSTOWN,WESTMORELAND,VA,1493189,Populated Place,Leedstown,Westmoreland,38.11152,-76.99858,4,1,38.11152,-76.99858
PETERSBURG,PETERSBURGH,PETERSBURG(H),VA,DINWIDDIE,,,Dinwiddie,1782,,FALSE,0,105967,FALSE,,FALSE,,,,,,,,,,,,,
RICHMOND,,RICHMOND,VA,HENRICO,,,Henrico,1782,,TRUE,0,109449,TRUE,,TRUE,RICHMOND,HENRICO,VA,1760351,Locale,Richmond Industrial Park,Henrico,37.51265,-77.35526,51,,37.51265,-77.35526
BENNINGTON,,BENNINGTON (1),VT,BENNINGTON,,,Bennington,1783,1849,TRUE,2,4307,TRUE,66,TRUE,BENNINGTON,BENNINGTON,VT,1920190,Post Office,Bennington Post Office,Bennington,42.8763913,-73.1984316,209,1,42.8763913,-73.1984316
BRATTLEBORO,BRATTLEBOROUGH,BRATTLEBORO(UGH),VT,WINDHAM,,,Windham,1784,,TRUE,0,6624,TRUE,,TRUE,BRATTLEBORO,WINDHAM,VT,1921307,Post Office,Brattleboro Post Office,Windham,42.8544873,-72.5594849,88,1,42.8544873,-72.5594849
NEWBURY,,NEWBURY,VT,ORANGE,,,Orange,1784,,FALSE,0,40449,TRUE,,TRUE,NEWBURY,ORANGE,VT,1921475,Post Office,Newbury Post Office,Orange,44.0794425,-72.0579706,143,1,44.0794425,-72.0579706
RUTLAND,,RUTLAND,VT,RUTLAND,,,Rutland,1784,,TRUE,0,50247,TRUE,,TRUE,RUTLAND,RUTLAND,VT,1922089,Post Office,Rutland Post Office,Rutland,43.6079892,-72.9815357,170,1,43.6079892,-72.9815357
WINDSOR,,WINDSOR,VT,WINDSOR,,,Windsor,1784,,TRUE,0,63083,TRUE,,TRUE,WINDSOR,WINDSOR,VT,1922737,Post Office,Windsor Post Office,Windsor,43.4806772,-72.3857719,105,1,43.4806772,-72.3857719
PORTSMOUTH,,PORTSMOUTH,VA,NORFOLK,CHESAPEAKE,,Norfolk,1784,,TRUE,0,107452,FALSE,,FALSE,,,,,,,,,,,,,
DANBURY,,DANBURY,CT,FAIRFIELD,,,Fairfield,1785,,TRUE,0,14187,TRUE,,TRUE,DANBURY,FAIRFIELD,CT,1941968,Post Office,Danbury Post Office,Fairfield,41.3956367,-73.4532992,115,1,41.3956367,-73.4532992
CHESTER MILLS,,CHESTER MILLS,MD,QUEEN ANNE'S,,,Queen Annes,1785,1797,TRUE,7,74069,TRUE,12,TRUE,CHESTER MILLS,QUEEN ANNE'S,MD,596152,Post Office,Chester Mills Post Office,Queen Anne's,39.04344,-76.06412,20,1,39.04344,-76.06412
FREDERICKTOWN,,FREDERICKTOWN,MD,FREDERICK,,,Frederick,1785,1829,TRUE,4,83791,TRUE,44,TRUE,FREDERICKTOWN,FREDERICK,MD,1711725,Post Office,Fredericktown Post Office,Frederick,39.41411,-77.40672,87,1,39.41411,-77.40672
CLAVERACK,,CLAVERACK,NY,COLUMBIA,,,Columbia,1786,,FALSE,0,11103,TRUE,,TRUE,CLAVERACK,COLUMBIA,NY,2795701,Post Office,Claverack Post Office,Columbia,42.2219285,-73.734265,63,1,42.2219285,-73.734265
KINDERHOOK,,KINDERHOOK,NY,COLUMBIA,,,Columbia,1786,,TRUE,0,30483,TRUE,,TRUE,KINDERHOOK,COLUMBIA,NY,2617989,Post Office,Kinderhook Post Office,Columbia,42.3950914,-73.6970655,76,1,42.3950914,-73.6970655
LIVINGSTON'S MANOR,LIVINGSTONS MANOR,LIVINGSTON'S MANOR,NY,COLUMBIA,,,Columbia,1786,1786,TRUE,9,33273,FALSE,0,FALSE,,,,,,,,,,,,,
PORTLAND,,PORTLAND,ME,CUMBERLAND,,,Cumberland,1786,,TRUE,0,46426,TRUE,,TRUE,PORTLAND,CUMBERLAND,ME,1912918,Post Office,Portland Post Office,Cumberland,43.6589333,-70.2664997,6,1,43.6589333,-70.2664997
POUGHKEEPSIE,,POUGHKEEPSIE,NY,DUTCHESS,,,Dutchess,1786,,TRUE,0,46538,TRUE,,TRUE,POUGHKEEPSIE,DUTCHESS,NY,2598742,Post Office,Poughkeepsie Post Office,Dutchess,41.707318,-73.9276174,54,1,41.707318,-73.9276174
RHINEBECK,,RHINEBECK,NY,DUTCHESS,,,Dutchess,1786,,TRUE,0,48374,TRUE,,TRUE,RHINEBECK,DUTCHESS,NY,2598745,Post Office,Rhinebeck Post Office,Dutchess,41.9262995,-73.9130535,61,1,41.9262995,-73.9130535
BOWLING GREEN,,BOWLING GREEN,VA,CAROLINE,,,Caroline,1786,,TRUE,0,70142,TRUE,,TRUE,BOWLING GREEN,CAROLINE,VA,2767201,Post Office,Bowling Green Post Office,Caroline,38.0494236,-77.3484973,69,1,38.0494236,-77.3484973
CABIN POINT,,CABIN POINT,VA,SURRY,,,Surry,1786,1909,TRUE,4,72082,TRUE,123,TRUE,CABIN POINT,SURRY,VA,1464229,Locale,Cabin Point,Surry,37.18487,-77.03163,21,1,37.18487,-77.03163
EDENTON,,EDENTON,NC,CHOWAN,,,Chowan,1786,,TRUE,0,80187,TRUE,,TRUE,EDENTON,CHOWAN,NC,1004117,Post Office,Edenton Post Office,Chowan,36.06101,-76.60782,4,1,36.06101,-76.60782
NEW BERN,NEW BERNE,NEW BERN(E),NC,CRAVEN,,,Craven,1786,,FALSE,0,101837,TRUE,,TRUE,NEW BERN,CRAVEN,NC,2773986,Post Office,New Bern Post Office,Craven,35.1064,-77.09868,8,1,35.1064,-77.09868
