Name,AltName,OrigName,State,County1,County2,County3,OrigCounty,Established,Discontinued,Continuous,StampIndex,ID,Coordinates,Duration,GNIS.Match,GNIS.Name,GNIS.County,GNIS.State,GNIS.FEATURE_ID,GNIS.Feature.Class,GNIS.OrigName,GNIS.OrigCounty,GNIS.Latitude,GNIS.Longitude,GNIS.ELEV_IN_M,GNIS.Dist,Latitude,Longitude
DUNLOPSVILLE,,DUNLOPSVILLE,TN,ROANE,,,Roane,1808,1818,TRUE,8,16315,FALSE,10,FALSE,,,,,,,,,,,,,
DURHAM,,DURHAM,NY,GREENE,,,Greene,1808,,TRUE,0,16394,TRUE,,TRUE,DURHAM,GREENE,NY,948832,Populated Place,Durham,Greene,42.3995257,-74.1723608,235,1,42.3995257,-74.1723608
EVESHAM,,EVESHAM,NJ,BURLINGTON,,,Burlington,1808,1845,TRUE,5,19123,TRUE,37,TRUE,EVESHAM,BURLINGTON,NJ,878133,Populated Place,Evesham,Burlington,39.8912248,-74.9218325,33,1,39.8912248,-74.9218325
FAIRLEE,,FAIRLEE,VT,ORANGE,,,Orange,1808,,TRUE,0,19371,TRUE,,TRUE,FAIRLEE,ORANGE,VT,1921409,Post Office,Fairlee Post Office,Orange,43.9056951,-72.147025,134,1,43.9056951,-72.147025
FORT HAWKINS,,FORT HAWKINS,GA,BIBB,,,Bibb,1808,1824,TRUE,6,20785,TRUE,16,TRUE,FORT HAWKINS,BIBB,GA,332301,Populated Place,Fort Hawkins,Bibb,32.8406946,-83.6324022,113,1,32.8406946,-83.6324022
FRANCONIA,,FRANCONIA,NH,GRAFTON,,,Grafton,1808,,TRUE,0,21078,TRUE,,TRUE,FRANCONIA,GRAFTON,NH,1916552,Post Office,Franconia Post Office,Grafton,44.228026,-71.7497991,284,1,44.228026,-71.7497991
GOOSE POND,,GOOSE POND,GA,OGLETHORPE,,,Oglethorpe,1808,1854,FALSE,5,23109,TRUE,46,TRUE,GOOSE POND,OGLETHORPE,GA,335752,Populated Place,Goose Pond (historical),Oglethorpe,33.9834494,-82.8665295,118,1,33.9834494,-82.8665295
GOSHEN,,GOSHEN,GA,LINCOLN,,,Lincoln,1808,1903,FALSE,4,23179,TRUE,95,TRUE,GOSHEN,LINCOLN,GA,331841,Populated Place,Goshen,Lincoln,33.8637345,-82.5079084,133,1,33.8637345,-82.5079084
GRANBY,,GRANBY,SC,LEXINGTON,,,Lexington,1808,1821,TRUE,7,23348,TRUE,13,TRUE,GRANBY,LEXINGTON,SC,1247197,Populated Place,Granby,Lexington,33.9657091,-81.0739827,71,1,33.9657091,-81.0739827
GREENFIELD,,GREENFIELD,NH,HILLSBOROUGH,,,Hillsboro,1808,,TRUE,0,23826,TRUE,,TRUE,GREENFIELD,HILLSBOROUGH,NH,1915414,Post Office,Greenfield Post Office,Hillsborough,42.9453984,-71.8702103,254,1,42.9453984,-71.8702103
GREENWICH,,GREENWICH,NY,WASHINGTON,,,Washington,1808,,TRUE,0,23945,TRUE,,TRUE,GREENWICH,WASHINGTON,NY,2598340,Post Office,Greenwich Post Office,Washington,43.0885773,-73.4971366,107,1,43.0885773,-73.4971366
HARLEM,,HARLEM,NY,NEW YORK,,,New York,1808,1863,TRUE,5,25131,TRUE,55,TRUE,HARLEM,NEW YORK,NY,952233,Populated Place,Harlem,New York,40.8078786,-73.9454154,8,1,40.8078786,-73.9454154
HUNTINGTON,,HUNTINGTON,SC,LAURENS,,,Laurens,1808,1903,FALSE,4,28026,TRUE,95,TRUE,HUNTINGTON,LAURENS,SC,1234851,Populated Place,Huntington (historical),Laurens,34.5367972,-81.7956592,176,1,34.5367972,-81.7956592
IRA,,IRA,VT,RUTLAND,,,Rutland,1808,1900,FALSE,5,28610,TRUE,92,TRUE,IRA,RUTLAND,VT,1457969,Populated Place,Ira,Rutland,43.5345134,-73.0620512,261,1,43.5345134,-73.0620512
JEFFREY'S  CREEK,JEFFREY'JEFFERIES CREEK,JEFFREY'S (JEFFERIES) CREEK,SC,FLORENCE,,,Florence,1808,1904,FALSE,4,29241,FALSE,96,FALSE,,,,,,,,,,,,,
JUNIUS,,JUNIUS,NY,SENECA,,,Seneca,1808,1905,TRUE,3,29808,TRUE,97,TRUE,JUNIUS,SENECA,NY,948720,Populated Place,Junius,Seneca,42.9947859,-76.9221855,134,1,42.9947859,-76.9221855
KEELERS FERRY,,KEELERS FERRY,PA,LUZERNE,,,Luzerne,1808,1817,TRUE,9,29980,FALSE,9,FALSE,,,,,,,,,,,,,
LERAYSVILLE,,LERAYSVILLE,NY,JEFFERSON,,,Jefferson,1808,1901,TRUE,3,32428,TRUE,93,TRUE,LA RAYSVILLE,JEFFERSON,NY,964997,Cemetery,La Raysville Cemetery,Jefferson,44.0531032,-75.7514318,185,0.818181818,44.0531032,-75.7514318
LIBERTY,,LIBERTY,TN,DEKALB,,,Dekalb,1808,,FALSE,0,32605,TRUE,,TRUE,LIBERTY,DEKALB,TN,2766109,Post Office,Liberty Post Office,DeKalb,36.0054998,-85.9644052,184,1,36.0054998,-85.9644052
LIMA,,LIMA,NY,LIVINGSTON,,,Livingston,1808,,TRUE,0,32771,TRUE,,TRUE,LIMA,LIVINGSTON,NY,2598819,Post Office,Lima Post Office,Livingston,42.9053505,-77.6133332,252,1,42.9053505,-77.6133332
LISBON,,LISBON,NY,ST. LAWRENCE,,,St. Lawrence,1808,,FALSE,0,33035,TRUE,,TRUE,LISBON,ST. LAWRENCE,NY,2599006,Post Office,Lisbon Post Office,St. Lawrence,44.732031,-75.3209128,97,1,44.732031,-75.3209128
LUNENBURG,,LUNENBURG,VT,ESSEX,,,Essex,1808,,TRUE,0,34312,TRUE,,TRUE,LUNENBURG,ESSEX,VT,1919363,Post Office,Lunenburg Post Office,Essex,44.462828,-71.6826091,357,1,44.462828,-71.6826091
LYMAN,,LYMAN (1),NH,GRAFTON,,,Grafton,1808,1854,FALSE,7,34421,TRUE,46,TRUE,LYMAN,GRAFTON,NH,868992,Populated Place,Lyman,Grafton,44.2542287,-71.9500914,371,1,44.2542287,-71.9500914
MADISON,,MADISON (CH),GA,MORGAN,,,Morgan,1808,,TRUE,0,34693,TRUE,,TRUE,MADISON,MORGAN,GA,1705045,Post Office,Madison Post Office,Morgan,33.5957466,-83.4673961,209,1,33.5957466,-83.4673961
MALLORY'S STORE,MALLORYS STORE,MALLORY'S STORE,GA,WILKES,,,Wilkes,1808,1822,TRUE,7,34895,FALSE,14,FALSE,,,,,,,,,,,,,
MANSFIELD,,MANSFIELD,CT,TOLLAND,,,Tolland,1808,1952,TRUE,1,35110,TRUE,144,TRUE,MANSFIELD,TOLLAND,CT,212631,Populated Place,Mansfield,Tolland,41.8273201,-72.2661903,186,1,41.8273201,-72.2661903
MARION,,MARION (CH),SC,MARION,,,Marion,1808,,TRUE,0,35390,TRUE,,TRUE,MARION,MARION,SC,1252065,Post Office,Marion Post Office,Marion,34.1770818,-79.4001996,22,1,34.1770818,-79.4001996
MARLBORO,MARLBOROUGH,MARLBORO(UGH) C.H.,SC,MARLBORO,,,Marlboro,1808,1827,TRUE,7,35450,TRUE,19,TRUE,MARLBORO,MARLBORO,SC,1246535,Populated Place,Marlboro,Marlboro,34.5368242,-79.7325614,25,1,34.5368242,-79.7325614
MCVEYTOWN,,MCVEYTOWN,PA,MIFFLIN,,,Mifflin,1808,,TRUE,0,36522,TRUE,,TRUE,MCVEYTOWN,MIFFLIN,PA,2773200,Post Office,McVeytown Post Office,Mifflin,40.4980689,-77.7413074,156,1,40.4980689,-77.7413074
MEANSVILLE,,MEANSVILLE,SC,UNION,,,Union,1808,1903,FALSE,4,36577,TRUE,95,TRUE,MEANSVILLE,UNION,SC,1232974,Populated Place,Meansville (historical),Union,34.8076317,-81.754545,171,1,34.8076317,-81.754545
MIDDLETOWN,,MIDDLETOWN,VT,RUTLAND,,,Rutland,1808,1875,TRUE,2,37173,TRUE,67,TRUE,MIDDLETOWN,RUTLAND,VT,1921979,Post Office,Middletown Post Office,Rutland,43.4838711,-73.1182502,262,1,43.4838711,-73.1182502
MONTICELLO,,MONTICELLO CH),AL,PIKE,,,Pike,1808,1889,FALSE,5,38224,TRUE,81,TRUE,MONTICELLO,PIKE,AL,122967,Populated Place,Monticello,Pike,31.8254369,-85.7785574,167,1,31.8254369,-85.7785574
MONTVILLE,,MONTVILLE,ME,LINCOLN,,,Lincoln/Waldo,1808,1923,TRUE,1,38270,FALSE,115,FALSE,,,,,,,,,,,,,
MOUNT HOLLY,,MOUNT HOLLY,VT,RUTLAND,,,Rutland,1808,,TRUE,0,38845,TRUE,,TRUE,MOUNT HOLLY,RUTLAND,VT,1921990,Post Office,Mount Holly Post Office,Rutland,43.4469082,-72.8253968,423,1,43.4469082,-72.8253968
MYERSTOWN,,MYERSTOWN,PA,LEBANON,,,Lebanon,1808,,TRUE,0,39457,TRUE,,TRUE,MYERSTOWN,LEBANON,PA,2773220,Post Office,Myerstown Post Office,Lebanon,40.3775172,-76.3073404,156,1,40.3775172,-76.3073404
NEW VERNON,,NEW VERNON,NJ,MORRIS,,,Morris,1808,,TRUE,0,40385,TRUE,,TRUE,NEW VERNON,MORRIS,NJ,2802479,Post Office,New Vernon Post Office,Morris,40.7441591,-74.4952605,109,1,40.7441591,-74.4952605
NORTHUMBERLAND,,NORTHUMBERLAND,NY,SARATOGA,,,Saratoga,1808,1910,TRUE,3,41651,TRUE,102,TRUE,NORTHUMBERLAND,SARATOGA,NY,958985,Populated Place,Northumberland,Saratoga,43.1272972,-73.5881714,34,1,43.1272972,-73.5881714
OCMULGEE OLD FIELDS,,OCMULGEE OLD FIELDS,GA,IRWIN,,,Irwin,1808,1819,TRUE,9,42252,FALSE,11,FALSE,,,,,,,,,,,,,
ORFORD,,ORFORD,CT,HARTFORD,,,Hartford,1808,1820,TRUE,7,42922,TRUE,12,TRUE,OXFORD,HARTFORD,CT,209570,School,Oxford School,Hartford,41.768989,-72.7170388,37,0.833333333,41.768989,-72.7170388
PITTSFORD,,PITTSFORD,VT,RUTLAND,,,Rutland,1808,,TRUE,0,45545,TRUE,,TRUE,PITTSFORD,RUTLAND,VT,1922042,Post Office,Pittsford Post Office,Rutland,43.7060296,-73.0273502,161,1,43.7060296,-73.0273502
PORT PUTNAM,,PORT PUTNAM,NY,JEFFERSON,,,Jefferson,1808,1813,TRUE,8,46337,FALSE,5,FALSE,,,,,,,,,,,,,
PUTMAN COURT HOUSE,PUTMAN,PUTMAN COURT HOUSE,GA,PUTNAM,,,Putman,1808,1813,TRUE,9,47142,FALSE,5,FALSE,,,,,,,,,,,,,
RANDOLPH,,RANDOLPH (1) (CH),GA,RANDOLPH,,,Randolph,1808,1831,TRUE,7,47533,TRUE,23,TRUE,RANDOLPH,RANDOLPH,GA,344763,School,Randolph Elementary School,Randolph,31.7751636,-84.7971438,145,1,31.7751636,-84.7971438
RICHMOND,,RICHMOND,VT,CHITTENDEN,,,Chittenden,1808,,TRUE,0,48546,TRUE,,TRUE,RICHMOND,CHITTENDEN,VT,1918834,Post Office,Richmond Post Office,Chittenden,44.4025026,-72.9951158,95,1,44.4025026,-72.9951158
SELINS GROVE,SELIN'S GROVE,SELIN(')S GROVE,PA,SNYDER,,,Snyder,1808,,TRUE,0,51796,TRUE,,TRUE,SELINS GROVE,SNYDER,PA,1193317,Populated Place,Selins Grove,Snyder,40.7989736,-76.8621935,136,1,40.7989736,-76.8621935
SHOALS OF OGECHEE,SHOALS OF OGEECHEE,SHOALS OF OGE(E)CHEE,GA,WARREN,,,Warren,1808,1861,FALSE,7,52557,FALSE,53,FALSE,,,,,,,,,,,,,
SPENCER,,SPENCER,NY,TIOGA,,,Tioga,1808,,FALSE,0,54467,TRUE,,TRUE,SPENCER,TIOGA,NY,2795858,Post Office,Spencer Post Office,Tioga,42.2220344,-76.4944205,303,1,42.2220344,-76.4944205
STONY POINT,,STONY POINT,SC,ABBEVILLE,,,Abbeville,1808,1853,TRUE,6,55548,FALSE,45,FALSE,,,,,,,,,,,,,
STOW,,STOW,MA,MIDDLESEX,,,Middlesex,1808,,TRUE,0,55606,TRUE,,TRUE,STOW,MIDDLESEX,MA,1973812,Post Office,Stow Post Office,Middlesex,42.4345353,-71.4881513,67,1,42.4345353,-71.4881513
SUCKASUNNY,,SUCKASUNNY,NJ,MORRIS,,,Morris,1808,1888,TRUE,2,55814,TRUE,80,TRUE,SUCKASUNNY,MORRIS,NJ,880980,Populated Place,Suckasunny,Morris,40.8684325,-74.6404382,220,1,40.8684325,-74.6404382
SULPHER SPRINGS,,SULPHER SPRINGS,PA,ADAMS,,,Adams,1808,1819,TRUE,7,55906,FALSE,11,FALSE,,,,,,,,,,,,,
SYLVESTER'S TAVERN,SYLVESTERS TAVERN,SYLVESTER'S TAVERN,NJ,UNKNOWN,,,Unknown,1808,1808,TRUE,9,56462,FALSE,0,FALSE,,,,,,,,,,,,,
THOMPSONTOWN,,THOMPSONTOWN,PA,JUNIATA,,,Juniata,1808,,TRUE,0,57245,TRUE,,TRUE,THOMPSONTOWN,JUNIATA,PA,2773273,Post Office,Thompsontown Post Office,Juniata,40.5648227,-77.2370123,136,1,40.5648227,-77.2370123
TOWNSEND,,TOWNSEND,MA,MIDDLESEX,,,Middlesex,1808,,TRUE,0,57873,TRUE,,TRUE,TOWNSEND,MIDDLESEX,MA,1973894,Post Office,Townsend Post Office,Middlesex,42.6656407,-71.7026893,90,1,42.6656407,-71.7026893
TRAVELLERS REST,,TRAVELLERS REST,SC,GREENVILLE,,,Greenville,1808,,FALSE,0,57965,TRUE,,TRUE,TRAVELLERS REST,GREENVILLE,SC,1251197,Populated Place,Travellers Rest,Greenville,34.9676167,-82.4434548,335,1,34.9676167,-82.4434548
VIENNA,,VIENNA (1),ME,KENNEBEC,,,Kennebec,1808,1854,TRUE,6,59592,TRUE,46,TRUE,VIENNA,KENNEBEC,ME,2768974,Post Office,Vienna Post Office,Kennebec,44.5349639,-69.9853356,123,1,44.5349639,-69.9853356
WARRENSBURG,WARRENSBURGH,WARRENSBURG(H),TN,GREENE,,,Greene,1808,1902,TRUE,4,60423,TRUE,94,TRUE,WARRENSBURG,GREENE,TN,1304385,Populated Place,Warrensburg,Greene,36.1273197,-83.094326,339,1,36.1273197,-83.094326
WASHINGTON,,WASHINGTON,CT,LITCHFIELD,,,Litchfield,1808,1982,TRUE,1,60498,TRUE,174,TRUE,WASHINGTON,LITCHFIELD,CT,212585,Populated Place,Washington,Litchfield,41.6314845,-73.3106731,224,1,41.6314845,-73.3106731
WELLSBORO,WELLSBOROUGH,WELLSBORO(UGH),PA,TIOGA,,,Tioga,1808,,TRUE,0,61050,TRUE,,TRUE,WELLSBORO,TIOGA,PA,2768372,Post Office,Wellsboro Post Office,Tioga,41.750015,-77.299388,395,1,41.750015,-77.299388
WENTWORTH,,WENTWORTH,NH,GRAFTON,,,Grafton,1808,,TRUE,0,61107,TRUE,,TRUE,WENTWORTH,GRAFTON,NH,1916891,Post Office,Wentworth Post Office,Grafton,43.8695381,-71.910907,190,1,43.8695381,-71.910907
WILLINGBOROUGH,,WILLINGBOROUGH,PA,SUSQUEHANNA,,,Susquehanna,1808,1823,TRUE,5,62828,FALSE,15,FALSE,,,,,,,,,,,,,
WILLINK,,WILLINK,NY,ERIE,,,Erie,1808,1913,FALSE,3,62836,TRUE,105,TRUE,WILLINK,ERIE,NY,978698,Civil,Town of Willink,Erie,42.7382461,-78.6373407,313,1,42.7382461,-78.6373407
WOOLWICH,,WOOLWICH,ME,LINCOLN,,,Lincoln/Sagadahoc,1808,,TRUE,0,63634,FALSE,,FALSE,,,,,,,,,,,,,
ADELPHI,,ADELPHI,OH,ROSS,,,Ross,1808,,TRUE,0,64568,TRUE,,TRUE,ADELPHI,ROSS,OH,1064300,Populated Place,Adelphi,Ross,39.4667304,-82.7471145,255,1,39.4667304,-82.7471145
ANDERSON'S TAVERN,ANDERSONS TAVERN,ANDERSON'S TAVERN,VA,CUMBERLAND,,,Cumberland,1808,1811,TRUE,9,65509,FALSE,3,FALSE,,,,,,,,,,,,,
AYLETT,AYLETTS,AYLETT(S),VA,KING WILLIAM,,,King William,1808,,TRUE,0,66652,TRUE,,TRUE,AYLETT,KING WILLIAM,VA,2519590,Post Office,Aylett Post Office,King William,37.762853,-77.116398,33,1,37.762853,-77.116398
BOARDMAN,,BOARDMAN,OH,MAHONING,,,Mahoning,1808,1906,TRUE,3,69682,TRUE,98,TRUE,BOARDMAN,MAHONING,OH,2796243,Post Office,Boardman Post Office,Mahoning,41.023667,-80.6751944,324,1,41.023667,-80.6751944
BROWN'S STORE,BROWNS STORE,BROWN'S STORE,VA,FRANKLIN,,,Franklin,1808,1823,TRUE,7,71097,FALSE,15,FALSE,,,,,,,,,,,,,
BURRTOWN,,BURRTOWN,NC,CLEVELAND,,,Cleveland,1808,1813,TRUE,8,71863,TRUE,5,TRUE,BURRTOWN,CLEVELAND,NC,1023366,Populated Place,Burrtown,Cleveland,35.1842938,-81.6228729,208,1,35.1842938,-81.6228729
CASSELL'S STORE,CASSELLS STORE,CASSELL'S STORE,VA,AMELIA,,,Amelia,1808,1823,TRUE,7,73112,FALSE,15,FALSE,,,,,,,,,,,,,
CLOVER GARDEN,,CLOVER GARDEN,NC,ORANGE,,,Orange,1808,1866,FALSE,4,74978,TRUE,58,TRUE,CLOVER GARDEN,ORANGE,NC,983298,Church,Clover Garden Church,Orange,35.91847,-79.23752,174,,35.91847,-79.23752
CONNEAUT,,CONNEAUT,OH,ASHTABULA,,,Ashtabula,1808,,TRUE,0,75744,TRUE,,TRUE,CONNEAUT,ASHTABULA,OH,1807113,Post Office,Conneaut Post Office,Ashtabula,41.94429,-80.5565,201,1,41.94429,-80.5565
CURRITUCK,,CURRITUCK  C.H.,NC,CURRITUCK,,,Currituck,1808,1891,FALSE,2,77147,TRUE,83,TRUE,CURRITUCK,CURRITUCK,NC,2505353,Post Office,Currituck Post Office,Currituck,36.45029,-76.01729,3,1,36.45029,-76.01729
FARNHAM,,FARNHAM,VA,RICHMOND,,,Richmond,1808,,FALSE,0,82227,TRUE,,TRUE,FARNHAM,RICHMOND,VA,2767213,Post Office,Farnham Post Office,Richmond,37.88572,-76.62447,35,1,37.88572,-76.62447
INGLESVILLE,,INGLESVILLE,VA,MONTGOMERY,,,Montgomery,1808,1835,FALSE,7,90704,FALSE,27,FALSE,,,,,,,,,,,,,
KINCANNONS WORKS,,KINCANNONS WORKS,NC,SURRY,,,Surry,1808,1825,TRUE,8,92710,FALSE,17,FALSE,,,,,,,,,,,,,
MORGAN,,MORGAN,OH,ASHTABULA,,,Ashtabula,1808,1878,TRUE,5,100291,TRUE,70,TRUE,MORGAN,ASHTABULA,OH,1957431,Post Office,Morgan Post Office,Ashtabula,41.66024,-80.86013,245,1,41.66024,-80.86013
MOUNT PLEASANT,,MOUNT PLEASANT,NC,ROCKINGHAM,,,Rockingham,1808,1838,TRUE,7,100769,FALSE,30,FALSE,,,,,,,,,,,,,
MUSQUITO CREEK,,MUSQUITO CREEK,OH,TRUMBULL,,,Trumbull,1808,1817,TRUE,7,101204,FALSE,9,FALSE,,,,,,,,,,,,,
NEW BALTIMORE,,NEW BALTIMORE,VA,FAUQUIER,,,Fauquier,1808,1907,TRUE,4,101824,TRUE,99,TRUE,NEW BALTIMORE,FAUQUIER,VA,1499792,Populated Place,New Baltimore,Fauquier,38.76734,-77.72833,151,1,38.76734,-77.72833
NEWARK,,NEWARK,DE,NEW CASTLE,,,New Castle,1808,,TRUE,0,102274,TRUE,,TRUE,NEWARK,NEW CASTLE,DE,2378532,Post Office,Newark Post Office,New Castle,39.68396,-75.73551,35,1,39.68396,-75.73551
OCCOQUAN,,OCCOQUAN,VA,PRINCE WILLIAM,,,Prince William,1808,,TRUE,0,103567,TRUE,,TRUE,OCCOQUAN,PRINCE WILLIAM,VA,1761227,Post Office,Occoquan Post Office,Prince William,38.68355,-77.25999,4,1,38.68355,-77.25999
PANTHER CREEK,,PANTHER CREEK,NC,YADKIN,,,Yadkin,1808,1907,FALSE,4,105045,FALSE,99,FALSE,,,,,,,,,,,,,
PASS MILLS,,PASS MILLS,VA,CULPERER?,,,Culperer?,1808,1811,TRUE,9,105289,FALSE,3,FALSE,,,,,,,,,,,,,
PENNS STORE,PENN'S STORE,PENN(')S STORE,VA,PATRICK,,,Patrick,1808,1907,FALSE,3,105726,TRUE,99,TRUE,PENNS STORE,PATRICK,VA,1472189,Locale,Penns Store,Patrick,36.6018,-80.05282,304,1,36.6018,-80.05282
POPLAR SPRINGS,,POPLAR SPRINGS,MD,ANNE ARUNDEL,,,Anne Arundel/Howard,1808,1903,FALSE,3,107302,FALSE,95,FALSE,,,,,,,,,,,,,
PORTSMOUTH,,PORTSMOUTH,OH,SCIOTO,,,Scioto,1808,,TRUE,0,107455,TRUE,,TRUE,PORTSMOUTH,SCIOTO,OH,1082330,Post Office,Portsmouth Post Office,Scioto,38.73513,-82.99419,163,1,38.73513,-82.99419
PROVIDENCE,,PROVIDENCE,NC,MECKLENBURG,,,Mecklenburg,1808,1869,TRUE,5,107987,TRUE,61,TRUE,PROVIDENCE,MECKLENBURG,NC,992860,Populated Place,Providence,Mecklenburg,35.06487,-80.76979,217,1,35.06487,-80.76979
PUGHTOWN,,PUGHTOWN,VA,FREDERICK,,,Frederick,1808,1823,TRUE,8,108045,TRUE,15,TRUE,PUGHTOWN,FREDERICK,VA,1466944,Populated Place,Pughtown,Frederick,39.27844,-78.25917,200,1,39.27844,-78.25917
QUANTICO MILLS,,QUANTICO MILLS,MD,WICOMICO,,,Wicomico,1808,1826,TRUE,7,108189,TRUE,18,TRUE,QUANTICO MILLS,WICOMICO,MD,1668512,Post Office,Quantico Mills Post Office,Wicomico,38.37397,-75.74335,5,1,38.37397,-75.74335
RAISIN RIVER,,RAISIN RIVER,MI,MONROE,,,Monroe,1808,1815,TRUE,9,108387,TRUE,7,TRUE,RASIN RIVER,MONROE,MI,2438255,Post Office,Rasin River Post Office,Monroe,41.91742,-83.40091,181,0.9166667,41.91742,-83.40091
SALEM,,SALEM,VA,BOTETOURT,,,Botetourt/Roanoke,1808,,TRUE,0,111616,FALSE,,FALSE,,,,,,,,,,,,,
SHORT CREEK,,SHORT CREEK,WV,BROOKE,,,Brooke,1808,,FALSE,0,113322,TRUE,,TRUE,SHORT CREEK,BROOKE,WV,1558328,Post Office,Short Creek Post Office,Brooke,40.18514,-80.67141,205,1,40.18514,-80.67141
TARLTON,,TARLTON,OH,PICKAWAY,,,Pickaway,1808,,TRUE,0,116857,TRUE,,TRUE,TARLTON,PICKAWAY,OH,2042428,Post Office,Tarlton Post Office,Pickaway,39.55562,-82.77628,274,1,39.55562,-82.77628
VIENNA,,VIENNA,OH,TRUMBULL,,,Trumbull,1808,,FALSE,0,119560,TRUE,,TRUE,VIENNA,TRUMBULL,OH,2056267,Post Office,Vienna Post Office,Trumbull,41.23805,-80.66043,353,1,41.23805,-80.66043
VILLEBORO,VILLEBOROUGH,VILLEBORO(UGH),VA,CAROLINE,,,Caroline,1808,1838,FALSE,5,119598,TRUE,30,TRUE,VILLBORO,CAROLINE,VA,1496359,Populated Place,Villboro,Caroline,38.13513,-77.38943,70,0.8888889,38.13513,-77.38943
WHITELEYSBURGH,,WHITELEYSBURGH,DE,KENT,,,Kent,1808,1861,TRUE,7,121913,TRUE,53,TRUE,WHITELEYSBURGH,KENT,DE,216113,Populated Place,Whiteleysburgh,Kent,38.98539,-75.66604,20,1,38.98539,-75.66604
ADAMS,,ADAMS,MA,BERKSHIRE,,,Berkshire,1809,,TRUE,0,221,TRUE,,TRUE,ADAMS,BERKSHIRE,MA,1978610,Post Office,Adams Post Office,Berkshire,42.62012,-73.1205432,244,1,42.62012,-73.1205432
ANGELICA,,ANGELICA,NY,ALLEGANY,,,Allegany,1809,,TRUE,0,1296,TRUE,,TRUE,ANGELICA,ALLEGANY,NY,2617795,Post Office,Angelica Post Office,Allegany,42.3061596,-78.0169572,435,1,42.3061596,-78.0169572
ANTWERP,,ANTWERP,NY,JEFFERSON,,,Jefferson,1809,,TRUE,0,1439,TRUE,,TRUE,ANTWERP,JEFFERSON,NY,2795743,Post Office,Antwerp Post Office,Jefferson,44.1995732,-75.6079026,160,1,44.1995732,-75.6079026
BICKLEY'S STORE,BICKLEYS STORE,BICKLEY'S STORE,SC,ABBEVILLE,,,Abbeville,1809,1825,TRUE,7,4756,FALSE,16,FALSE,,,,,,,,,,,,,
BIG FLATS,,BIG FLATS,NY,CHEMUNG,,,Chemung,1809,,FALSE,0,4814,TRUE,,TRUE,BIG FLATS,CHEMUNG,NY,2598526,Post Office,Big Flats Post Office,Chemung,42.1413884,-76.9345524,276,1,42.1413884,-76.9345524
BLACK LICK,,BLACK LICK (1),PA,INDIANA,,,Indiana,1809,1821,TRUE,7,5138,TRUE,12,TRUE,BLACK LICK,INDIANA,PA,2772604,Post Office,Black Lick Post Office,Indiana,40.4717403,-79.1975525,302,1,40.4717403,-79.1975525
BOAT YARD,,BOAT YARD,TN,SULLIVAN,,,Sullivan,1809,1822,TRUE,6,5715,TRUE,13,TRUE,BOAT YARD,SULLIVAN,TN,1303478,Populated Place,Boat Yard,Sullivan,36.548434,-82.5618186,369,1,36.548434,-82.5618186
BOWDOIN,,BOWDOIN,ME,LINCOLN,,,Lincoln/Sagadahoc,1809,1877,FALSE,5,6199,FALSE,68,FALSE,,,,,,,,,,,,,
CALAIS,,CALAIS,ME,WASHINGTON,,,Washington,1809,,TRUE,0,8314,TRUE,,TRUE,CALAIS,WASHINGTON,ME,1909089,Post Office,Calais Post Office,Washington,45.1873957,-67.2791445,23,1,45.1873957,-67.2791445
CALEDONIA,,CALEDONIA,NY,LIVINGSTON,,,Livingston,1809,,FALSE,0,8354,TRUE,,TRUE,CALEDONIA,LIVINGSTON,NY,2598810,Post Office,Caledonia Post Office,Livingston,42.9757033,-77.8535738,199,1,42.9757033,-77.8535738
CHINA GROVE,,CHINA GROVE,SC,WILLIAMSBURG,,,Williamsburg,1809,1872,FALSE,7,10678,FALSE,63,FALSE,,,,,,,,,,,,,
COCKBURN,COCKBURNE,COCKBURN(E) (1),NH,COOS,,,Coos,1809,1815,TRUE,9,11659,TRUE,6,TRUE,COLBURNE,COOS,NH,866283,Populated Place,Colburne,Coos,44.8944918,-71.4959176,313,0.777777778,44.8944918,-71.4959176
COLEBROOK,,COLEBROOK (1),CT,LITCHFIELD,,,Litchfield,1809,1827,TRUE,7,11840,TRUE,18,TRUE,COLEBROOK,LITCHFIELD,CT,1931893,Post Office,Colebrook Post Office,Litchfield,41.9897185,-73.0957398,359,1,41.9897185,-73.0957398
COLUMBIA,,COLUMBIA,NY,ST. LAWRENCE,,,St. Lawrence,1809,1826,TRUE,5,12049,TRUE,17,TRUE,COLUMBIA,ST. LAWRENCE,NY,976616,Populated Place,Columbia,St. Lawrence,44.7503369,-75.1310364,99,1,44.7503369,-75.1310364
CORNISH,,CORNISH,NH,SULLIVAN,,,Sullivan,1809,1909,FALSE,3,12708,TRUE,100,TRUE,CORNISH,SULLIVAN,NH,866353,School,Cornish Elementary School,Sullivan,43.4642983,-72.3312228,234,1,43.4642983,-72.3312228
COUGH MILLS,,COUGH MILLS,SC,LAURENS,,,Laurens,1809,1830,TRUE,7,12922,FALSE,21,FALSE,,,,,,,,,,,,,
CREEK AGENCY,,CREEK AGENCY,GA,BALDWIN,,,Baldwin,1809,1828,TRUE,8,13325,FALSE,19,FALSE,,,,,,,,,,,,,
CROSS ANCHOR,,CROSS ANCHOR,SC,SPARTANBURG,,,Spartanburg,1809,,TRUE,0,13527,TRUE,,TRUE,CROSS ANCHOR,SPARTANBURG,SC,1231206,Populated Place,Cross Anchor,Spartanburg,34.6429073,-81.857878,204,1,34.6429073,-81.857878
